Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,Segment,CLV_6m,CLV_12m
12346.0,326,12,77556.46,2,5,5,12,At Risk,11519.20737888801,22213.137397913648
12347.0,2,8,5266.22,5,4,5,14,Champions,1871.3473708147515,3595.8930387965283
12348.0,75,5,1659.3999999999999,3,4,4,11,Loyal Customers,558.2959649281306,1073.1685591945795
12349.0,19,3,2765.84,5,3,5,13,Loyal Customers,675.9354134719349,1301.3700736072992
12350.0,310,1,294.4,2,1,2,5,Others,,
12351.0,375,1,288.18,2,1,2,5,Others,,
12352.0,36,9,1461.99,4,5,4,13,Champions,532.4633153313517,1022.9867483650033
12353.0,204,2,347.06,2,2,2,6,Others,21.437819066594308,41.15897551477962
12354.0,232,1,845.25,2,1,3,6,Others,,
12355.0,214,2,882.3100000000001,2,2,3,7,Others,173.97201543165733,334.7585762951617
12356.0,246,5,3984.02,2,4,5,11,At Risk,911.0709787507694,1750.901046980171
12357.0,33,2,15629.91,4,2,5,11,Potential Loyalist,3107.8974688562084,5964.775790392679
12358.0,2,5,3245.4700000000003,5,4,5,14,Champions,474.9515248983839,915.7867106815298
12359.0,58,10,5062.89,4,5,5,14,Champions,1047.750124343061,2020.6642761730275
12360.0,52,6,3177.39,4,4,5,13,Champions,817.7703913005583,1575.948744613659
12361.0,287,4,451.25,2,3,2,7,Others,91.65686291612275,176.64603976665396
12362.0,3,10,4166.38,5,5,5,15,Champions,1900.0089410469766,3643.25869624077
12363.0,110,2,504.3,3,2,2,7,Others,219.50708731375295,419.79346255466805
12364.0,8,4,1186.2,5,3,4,12,Loyal Customers,731.92289039853,1392.981255833167
12365.0,291,1,307.94,2,1,2,5,Others,,
12366.0,634,1,500.24,1,1,2,4,Lost,,
12367.0,4,1,150.9,5,1,1,7,Potential Loyalist,,
12368.0,628,1,561.0,1,1,3,5,Lost,,
12369.0,413,3,1459.45,1,3,4,8,Others,280.781348367556,540.8589767035503
12370.0,51,7,3703.31,4,4,5,13,Champions,882.3383767139371,1700.5667552360364
12371.0,60,4,3228.78,3,3,5,11,Loyal Customers,859.7917623097562,1656.2463437468462
12372.0,72,3,1116.54,3,3,4,10,Loyal Customers,487.12698808319743,933.454738543484
12373.0,311,3,858.6500000000001,2,3,3,8,Others,150.1977336701577,289.4024531841331
12374.0,25,3,2470.62,4,3,4,11,Loyal Customers,372.9322100270021,717.9943138551325
12375.0,11,2,345.70000000000005,5,2,2,9,Potential Loyalist,324.08795644227695,615.6964405609993
12376.0,390,2,383.15,2,2,2,6,Others,12.76246015863502,24.50674712006717
12377.0,315,4,3122.92,2,3,5,10,Others,492.85526438848785,949.0480912126962
12378.0,130,2,4703.97,3,2,5,10,Others,1520.2826869103935,2925.17629733959
12379.0,82,4,1450.32,3,3,4,10,Loyal Customers,393.23879809164055,756.7707149037354
12380.0,22,8,6349.95,4,4,5,13,Champions,1300.3386976450515,2506.1890382357183
12381.0,5,5,1276.8600000000001,5,4,4,13,Champions,382.22906069295465,727.884411762862
12383.0,185,5,1382.96,3,4,4,11,Loyal Customers,317.3364244483256,609.0794247753785
12384.0,29,2,286.32,4,2,2,8,Potential Loyalist,213.42344337008961,406.04252984604557
12385.0,379,1,1404.1,2,1,4,7,Others,,
12386.0,338,2,660.8,2,2,3,7,Others,57.80564361637115,110.8954012572791
12387.0,415,1,110.03999999999999,1,1,1,3,Lost,,
12388.0,16,8,3834.21,5,4,5,14,Champions,976.9470571405434,1881.5866887396066
12389.0,403,3,1413.43,2,3,4,9,Others,310.997496016613,599.1390002460428
12390.0,80,1,431.14,3,1,2,6,Others,,
12391.0,22,6,2096.32,4,4,4,12,Champions,425.5167211712683,820.0203003026672
12392.0,591,1,196.95000000000002,1,1,1,3,Lost,,
12393.0,72,6,2365.8,3,4,4,11,Loyal Customers,793.4454576197762,1525.0709336185723
12394.0,64,2,1060.58,3,2,4,9,Others,690.011558152905,1318.4964336966675
12395.0,19,15,4147.67,5,5,5,15,Champions,858.7333471910906,1654.4271851425765
12396.0,674,1,883.58,1,1,3,5,Lost,,
12397.0,36,2,1757.45,4,2,4,10,Potential Loyalist,1143.3404976835186,2176.933796532694
12398.0,46,1,1387.96,4,1,4,9,Potential Loyalist,,
12399.0,119,7,1842.3,3,4,4,11,Loyal Customers,432.47955016792764,833.404392673466
12400.0,414,1,205.25,1,1,1,3,Lost,,
12401.0,303,1,32.85,2,1,1,4,Others,,
12402.0,323,6,1124.15,2,4,4,10,At Risk,184.37621020565325,355.36171173207856
12403.0,50,2,947.36,4,2,3,9,Potential Loyalist,186.19197622501775,358.07550860621694
12405.0,149,1,1229.19,3,1,4,8,Others,,
12406.0,22,5,5955.76,4,4,5,13,Champions,1339.3551173159565,2581.8341707905033
12407.0,50,5,1375.77,4,4,4,12,Champions,689.4263015949582,1320.5082921202734
12408.0,33,8,3560.5299999999997,4,4,5,13,Champions,1134.8402785914366,2183.525765898171
12409.0,79,6,20259.63,3,4,5,12,Loyal Customers,4292.24207548431,8264.589987158954
12410.0,309,2,497.61,2,2,2,6,Others,118.91667630764908,228.6384366205746
12411.0,410,1,255.4,1,1,2,4,Lost,,
12412.0,75,6,2387.93,3,4,4,11,Loyal Customers,560.2147218907257,1078.36924863892
12413.0,67,4,652.1500000000001,3,3,3,9,Loyal Customers,241.34359037449616,463.58964170011626
12414.0,217,4,532.41,2,3,3,8,Others,155.8568495555658,299.66522268685935
12415.0,24,24,129539.87,4,5,5,14,Champions,38181.99782844332,73506.61145417538
12416.0,657,1,202.56,1,1,1,3,Lost,,
12417.0,3,20,4204.75,5,5,5,15,Champions,885.9135017552838,1708.7044671921235
12418.0,113,4,1683.25,3,3,4,10,Loyal Customers,396.5394042732343,763.8852095616809
12419.0,386,2,274.31,2,2,2,6,Others,14.441876278126632,27.729701967466863
12420.0,64,1,410.54,3,1,2,6,Others,,
12421.0,16,6,829.0,5,4,3,12,Champions,266.7965008578693,513.3547437712757
12422.0,96,12,3406.55,3,5,5,13,Loyal Customers,756.6736609394313,1459.2117896483512
12423.0,1,10,2202.69,5,5,4,14,Champions,675.9035065342326,1300.0639745018468
12424.0,163,4,3228.33,3,3,5,11,Loyal Customers,1009.4069795339814,1942.530459826602
12425.0,78,2,1683.01,3,2,4,9,Others,389.6257344088753,748.5438951844314
12426.0,195,2,1104.76,2,2,4,8,Others,165.698719000108,319.14474860256274
12427.0,22,3,606.4,4,3,3,10,Loyal Customers,191.67078839768138,367.89102015899635
12428.0,26,8,5203.81,4,4,5,13,Champions,839.6264889488674,1609.2913930993784
12429.0,9,8,5986.01,5,4,5,14,Champions,1495.8919166236128,2879.701197138181
12430.0,43,1,168.6,4,1,1,6,Potential Loyalist,,
12431.0,36,25,9381.92,4,5,5,14,Champions,1977.5600873629633,3813.1551362425103
12432.0,43,4,3247.7200000000003,4,3,5,12,Loyal Customers,1095.081252131352,2088.8008471524427
12433.0,1,10,19775.96,5,5,5,15,Champions,6716.444845736195,12920.289107523391
12434.0,85,3,864.48,3,3,3,9,Loyal Customers,310.0537638081132,595.2261814683061
12435.0,80,6,8465.98,3,4,5,12,Loyal Customers,1780.3409966016172,3433.16034682689
12436.0,100,1,429.01000000000005,3,1,2,6,Others,,
12437.0,2,38,9623.8,5,5,5,15,Champions,2011.1889699901112,3879.344654838947
12438.0,14,2,1793.8,5,2,4,11,Potential Loyalist,1460.5680484865486,2781.6752905668022
12439.0,683,2,1063.58,1,2,4,7,Lost,11.858209164946054,22.851714407852533
12440.0,462,2,619.9,1,2,3,6,Lost,52.09976016448954,100.39399329425144
12441.0,367,1,311.1,2,1,2,5,Others,,
12442.0,3,1,144.06,5,1,1,7,Potential Loyalist,,
12443.0,732,1,232.86,1,1,1,3,Lost,,
12444.0,21,5,2382.56,4,4,4,12,Champions,923.4539450166048,1763.092235623905
12445.0,22,2,378.98,4,2,2,8,Potential Loyalist,49.62287288343673,95.29172826583196
12446.0,58,1,734.36,4,1,3,8,Potential Loyalist,,
12447.0,243,1,379.78999999999996,2,1,2,5,Others,,
12448.0,44,1,283.95,4,1,2,7,Potential Loyalist,,
12449.0,22,5,3412.44,4,4,5,13,Champions,1074.5882104904604,2065.596662028503
12450.0,156,5,645.7,3,4,3,10,Loyal Customers,174.57963206452828,335.7544171201612
12451.0,11,8,11562.33,5,4,5,14,Champions,3038.2497696357823,5848.035322928656
12452.0,17,1,287.67,5,1,2,8,Potential Loyalist,,
12453.0,134,1,707.09,3,1,3,7,Others,,
12454.0,56,4,14600.08,4,3,5,12,Loyal Customers,4285.115369559371,8233.741405496172
12455.0,73,9,4673.45,3,5,5,13,Loyal Customers,805.5276263087578,1553.3403892222852
12456.0,44,3,2004.84,4,3,4,11,Loyal Customers,1049.121105077896,2008.0800707464218
12457.0,66,7,2083.11,3,4,4,11,Loyal Customers,668.8105459568648,1285.7269576854278
12458.0,71,4,1405.74,3,3,4,10,Loyal Customers,400.4464127278836,770.1901895039631
12459.0,605,1,363.51,1,1,2,4,Lost,,
12460.0,456,1,236.95,1,1,1,3,Lost,,
12461.0,155,1,419.08,3,1,2,6,Others,,
12462.0,19,2,695.24,5,2,3,10,Potential Loyalist,192.81027305692427,369.37111565172256
12463.0,53,4,1155.38,4,3,4,11,Loyal Customers,557.7429625239456,1067.4020039557415
12464.0,150,4,76.5,3,3,1,7,Loyal Customers,35.38005467143599,67.83405751315621
12465.0,17,2,662.29,5,2,3,10,Potential Loyalist,323.2801213303976,616.5551317256376
12467.0,423,1,132.8,1,1,1,3,Lost,,
12468.0,188,5,3004.91,2,4,5,11,At Risk,662.8962192746088,1277.69117148871
12469.0,523,2,2962.24,1,2,5,8,Lost,172.22683002584282,331.2801265084412
12470.0,690,1,183.25,1,1,1,3,Lost,,
12471.0,2,70,25340.9,5,5,5,15,Champions,5346.608414626103,10312.758127106767
12472.0,32,19,15466.39,4,5,5,14,Champions,3210.1386117658017,6191.164858172398
12473.0,54,3,2462.73,4,3,4,11,Loyal Customers,1629.3960882278855,3112.0750468210376
12474.0,17,29,10496.0,5,5,5,15,Champions,2495.524448643323,4810.931639119055
12475.0,54,2,981.04,4,2,3,9,Potential Loyalist,359.489220778315,690.2038850396015
12476.0,16,16,9704.16,5,5,5,15,Champions,2788.1412667309123,5365.790597312449
12477.0,23,9,15375.51,4,5,5,14,Champions,3628.598439078418,6991.5939989459275
12478.0,4,1,479.59000000000003,5,1,2,8,Potential Loyalist,,
12479.0,11,1,426.35,5,1,2,8,Potential Loyalist,,
12480.0,28,7,4472.9,4,4,5,13,Champions,1366.4771776333127,2629.5090879446343
12481.0,23,14,10071.39,4,5,5,14,Champions,1919.0929416500935,3697.3847225484533
12482.0,576,27,21758.12,1,5,5,11,At Risk,118.24512731841038,227.85449197010527
12483.0,17,19,4046.6800000000003,5,5,5,15,Champions,921.8351524656943,1777.2202052772775
12484.0,35,9,4910.15,4,5,5,14,Champions,1078.3182025133713,2078.7379844798033
12485.0,529,1,618.6,1,1,3,5,Lost,,
12486.0,432,1,829.6800000000001,1,1,3,5,Lost,,
12487.0,731,1,285.29999999999995,1,1,2,4,Lost,,
12488.0,10,3,1011.5600000000001,5,3,3,11,Loyal Customers,1039.7330905198833,1973.1686900785335
12489.0,336,1,191.43,2,1,1,4,Others,,
12490.0,5,20,8385.54,5,5,5,15,Champions,1743.9371566886075,3363.7348130855553
12491.0,39,1,397.55,4,1,2,7,Potential Loyalist,,
12492.0,63,3,543.36,3,3,3,9,Loyal Customers,111.81851143942546,214.74820410584022
12493.0,166,2,362.79,3,2,2,7,Others,160.77463842323772,306.98522470284536
12494.0,16,9,1415.77,5,5,4,14,Champions,330.9673495187682,637.4191620885174
12495.0,641,1,243.4,1,1,2,4,Lost,,
12496.0,620,2,54.09,1,2,1,4,Lost,,
12497.0,82,3,5996.5,3,3,5,11,Loyal Customers,1544.8473642033919,2975.8653450570587
12498.0,21,3,349.70000000000005,4,3,2,9,Loyal Customers,319.62441329013245,605.2812863290083
12499.0,560,1,340.72,1,1,2,4,Lost,,
12500.0,23,18,4851.96,4,5,5,14,Champions,1100.8948672597212,2122.349777521158
12501.0,337,1,1895.94,2,1,4,7,Others,,
12502.0,96,5,1552.1200000000001,3,4,4,11,Loyal Customers,624.4853855468491,1197.4940488911186
12503.0,584,1,896.0,1,1,3,5,Lost,,
12504.0,30,3,321.0,4,3,2,9,Loyal Customers,72.69494277789049,139.96873793622208
12505.0,409,1,583.8,2,1,3,6,Others,,
12506.0,233,1,57.6,2,1,1,4,Others,,
12507.0,134,4,1420.16,3,3,4,10,Loyal Customers,320.8807784741535,617.8602458348116
12508.0,26,2,398.27,4,2,2,8,Potential Loyalist,362.48317049905677,684.4948842741346
12509.0,284,1,124.5,2,1,1,4,Others,,
12510.0,143,7,2830.13,3,4,5,12,Loyal Customers,579.0067246083635,1116.5743885930824
12511.0,429,1,2669.27,1,1,5,7,Lost,,
12512.0,66,2,130.07999999999998,3,2,1,6,Others,,
12513.0,113,1,520.04,3,1,2,6,Others,,
12514.0,267,2,1257.88,2,2,4,8,Others,286.5335754632205,551.7721033962608
12515.0,353,1,190.8,2,1,1,4,Others,,
12516.0,78,4,2288.62,3,3,4,10,Loyal Customers,550.1197194850387,1059.4239195493135
12517.0,28,4,2198.09,4,3,4,11,Loyal Customers,1180.5276378726312,2255.2800688867683
12518.0,1,5,1750.09,5,4,4,13,Champions,1638.1394886397788,3117.8699119444927
12519.0,64,2,586.64,3,2,3,8,Others,131.53142625360908,252.80179719324948
12520.0,79,5,2061.56,3,4,4,11,Loyal Customers,719.1918816975679,1377.8592862505682
12521.0,143,1,499.03,3,1,2,6,Others,,
12522.0,39,2,156.72,4,2,1,7,Potential Loyalist,209.26110707638009,396.06366948443537
